premise,choice1,choice2,label,loss_choice1,loss_choice2,pred
La donna aveva le borse sotto gli occhi.,È rimasta tutta la notte sveglia.,Ha fatto addormentare il figlio.,0,3.9504361152648926,4.320306301116943,0.0
La lava fuoriusciva dal vulcano.,Il vulcano ha eruttato.,Il vulcano era dormiente.,0,3.8649165630340576,3.939418315887451,0.0
La donna ha indossato le sue scarpe.,Conosceva tutti alla festa.,Voleva lasciare la festa.,1,4.211688041687012,4.048243522644043,1.0
Ho pagato l'addetto del casello.,Mi ha lasciato passare oltre il casello.,Mi ha trattenuto al casello.,0,4.636821746826172,4.585577964782715,1.0
Il dirigente è andato in bancarotta.,Ha venduto tutte le azioni della compagnia.,Ha sperperato le sue fortune.,1,3.7938289642333984,4.226074695587158,0.0
L'uomo è andato dal dottore.,Il dottore era in congedo.,L'uomo si era ammalato.,1,3.7868387699127197,3.6529078483581543,1.0
Sono uscito dalla mia stanza da letto attraverso la finestra.,La casa era in fiamme.,La casa era vuota.,0,3.6042909622192383,3.7365386486053467,0.0
Le dita del bambino erano raggrinzite.,Ha fatto una doccia lunga.,Si è cosparso le mani di sapone.,0,4.101242542266846,3.924102306365967,1.0
Ho sputato il latte.,Il latte era acido.,La mia bocca era asciutta.,0,4.823894500732422,4.229023456573486,1.0
Ho perso l'autobus.,Ero in anticipo per il lavoro.,Sono arrivato tardi a lavoro.,1,4.205960750579834,4.017987251281738,1.0
Il camion si è scontrato con l'auto.,Il camion ha accelerato.,La macchina si è sfasciata.,1,3.8365652561187744,3.4942963123321533,1.0
La squadra ha truccato il concorso a proprio favore.,Hanno vinto.,Si sono ritirati.,0,4.083513259887695,4.062628746032715,1.0
La bottiglia della bevanda ha frizzato.,Ho capovolto la bottiglia.,Ho svitato il tappo.,1,4.6242876052856445,4.691883563995361,0.0
Il bambino è rimasto chiuso fuori di casa.,È rientrato infilandosi in una finestra.,Si è arrampicato sul tetto.,0,3.6416537761688232,3.611015558242798,1.0
Il campanello suonò.,Il visitatore bussò alla porta con il battente .,La donna sbirciò fuori attraverso il buco della serratura nella porta.,1,4.271180629730225,3.585195779800415,1.0
L'uomo si macchiò l'abito.,L'ha lavato a secco.,L'ha appeso nell'armadio.,0,3.8883724212646484,3.8185322284698486,1.0
La ragazza schiacciò il tubetto del dentifricio.,Il dentifricio schizzò fuori dal tubetto.,La ragazza sputò il dentifricio.,0,3.478706121444702,3.45194673538208,1.0
Le morti civili dovute alla guerra si impennarono.,I pacifisti organizzarono una protesta.,I pacifisti tennero una parata.,0,4.571528911590576,4.767910480499268,0.0
La ragazza si è strappata via il fiocco dai capelli.,Ha legato il fiocco.,Il fiocco la faceva sembrare infantile.,1,3.757554292678833,3.5558090209960938,1.0
L'uomo si è fatto una chirurgia plastica.,È invecchiato.,Sembrava più giovane.,1,3.896737813949585,3.7110888957977295,1.0
Un pulcino ha fatto capolino dall'uovo.,L'uovo si è schiuso.,Ho rotto l'uovo.,0,3.7563114166259766,4.148080348968506,0.0
Il prigioniero era denutrito.,È morto.,È scappato via.,0,4.915126323699951,4.784214973449707,1.0
L'uomo perse l'equilibrio sulla scala.,Ha salito la scala.,È caduto dalla scala.,1,4.27305269241333,4.149506568908691,1.0
Il bambino ha ruttato.,Ha bevuto un sorso di soda.,Ha aperto una lattina di soda.,0,4.366556644439697,4.269179344177246,1.0
Uno spiffero freddo entrò dalla finestra.,Mi sono rilassata.,Ho rabbrividito.,1,4.742314338684082,4.721041202545166,1.0
Lo studente ha ricevuto una borsa di studio per l'università.,I suoi compagni di classe la rispettavano.,Aveva dei voti alti.,1,3.477034568786621,3.561680555343628,0.0
La ragazza ha scherzato con il ragazzo.,Lei abitava alla porta accanto.,Lei aveva una cotta per lui.,1,4.00311803817749,3.731201171875,1.0
Il vagabondo affamato ha rubato del cibo.,Faceva pietà.,Non aveva denaro.,1,4.191575527191162,4.084822177886963,1.0
Ho chiamato il mio amico per chiaccherare.,Cercavo la solitudine.,Mi sentivo solo.,1,4.25958776473999,4.386711120605469,0.0
L'uomo protese la mano verso di me.,Gli ho stretto la mano.,L'ho schiaffeggiato.,0,4.221889972686768,3.921491861343384,1.0
Mi sono scansato.,I fuochi d'artificio sono stati lanciati in aria.,Il frisbee è planato verso la mia testa.,1,4.078030586242676,4.398560523986816,0.0
La ragazza si mordeva le unghia.,Era preoccupata.,Era sorpresa.,0,4.224477291107178,4.46480655670166,0.0
Ho girato pagina al calendario.,Ho segnato un appuntamento sul calendario.,Era l'inizio di un nuovo mese.,1,4.335216522216797,4.486136436462402,0.0
Il marito ha scoperto che la moglie lo tradiva.,Ha licenziato il suo avvocato.,Ha chiesto il divorzio.,1,3.2926926612854004,3.450650453567505,0.0
La ragazza ha fatto cadere la palla di gomma.,La palla ha rimbalzato.,La palla brillava.,0,3.701385021209717,3.9333105087280273,0.0
La ragazza ha commesso un errore nel suo compito.,Ha indovinato la risposta.,Ha cancellato la risposta.,1,3.8162999153137207,3.8405680656433105,0.0
Il giocatore ha placcato il suo avversario.,Il suo avversario ha preso il passaggio.,Il suo avversario è caduto a terra.,1,3.59832763671875,3.486523151397705,1.0
Ho raccolto i pomodori a grappolo.,Erano maturi.,Li ho annaffiati.,0,4.483492374420166,4.318666934967041,1.0
L'uomo voleva fare il romantico.,Ha incontrato la sua ex a pranzo.,Ha comprato dei cioccolatini alla sua ragazza.,1,3.9048938751220703,3.655215263366699,1.0
Il mercurio nel termometro si è alzato.,Ho fatto cadere il termometro.,Il clima si è scaldato.,1,4.218901634216309,4.141125202178955,1.0
Un tornado è passato attraverso la città.,Il tetto del tribunale è volato via.,L'autostrada era pericolosamente ghiacciata.,0,3.8801331520080566,3.653651475906372,1.0
Lo studente andava a ripetizioni.,I suoi voti sono migliorati.,Ha copiato all'esame.,0,4.468123435974121,4.711409091949463,0.0
Mi sentivo a mio agio.,Mi sono inginocchiato per terra.,Mi sono avvolta in una coperta.,1,4.536354064941406,4.439451217651367,1.0
Ho lucidato la pietra.,È diventata scivolosa.,È diventata lucida.,1,4.786324977874756,4.937777996063232,0.0
Ho aggiunto dello zucchero nel caffè.,Il caffè emanava un odore fortissimo.,Il caffè aveva un sapore dolce.,1,3.7416439056396484,3.78088116645813,0.0
L'uomo sfogliava le pagine.,Si è tagliato con la carta.,Ha distrutto le pagine col tritacarta.,0,4.269041538238525,4.205543518066406,1.0
Ho battuto il chiodo con il martello.,Il chiodo è affondato nel legno.,Il chiodo si è arrugginito.,0,3.6600584983825684,3.672248125076294,0.0
Il pesce ha morso la lenza.,Il pescatore ha tirato su il pesce.,Il pescatore ha buttato di nuovo la lenza.,0,4.017030239105225,3.8998687267303467,1.0
La ragazzina era in imbarazzo ad andare a scuola.,Aveva un brufolo.,Si è tolta l'apparecchio per i denti.,0,4.154299736022949,3.7453129291534424,1.0
Il mio viso si è illuminato.,Ho ricevuto delle buone notizie.,Ho perso la pazienza.,0,3.918611526489258,4.0772833824157715,0.0
Ho asciugato le mie mani con un asciugamano.,L'asciugamano era bagnato.,Le mie mani erano bagnate.,1,3.309743642807007,3.5630831718444824,0.0
L'uomo ha perso l'equilibrio sullo sgabello.,Lo sgabello traballava sotto di lui.,Ha rovesciato della pittura sullo sgabello.,0,3.549072027206421,3.3678574562072754,1.0
I compagni di squadra si sono incolpati a vicenda.,Hanno perso la partita.,Il loro allenatore ha cancellato l'allenamento.,0,3.9202044010162354,3.6769676208496094,1.0
Ho chiesto perdono.,Mi sono pentito del mio errore.,Ho raggiunto il mio obiettivo.,0,4.657229900360107,4.455496788024902,1.0
La donna si è annoiata con il suo fidanzato.,Lui chiedeva domande su di lei.,Parlava di se stesso in maniera incessante.,1,3.8427956104278564,3.935245990753174,0.0
La ragazza ha sfoderato un sorriso.,Le sue guance sono arrossite.,Sono emerse le fossette.,1,4.080010890960693,4.212467193603516,0.0
La nave nemica è esplosa.,È passata su di una mina.,È attraccata in porto.,0,4.649951934814453,4.701694011688232,0.0
L'uomo si è perforato un piede.,Ha calpestato una pozzanghera.,Ha calpestato del vetro rotto.,1,3.9860846996307373,4.074648857116699,0.0
Gli investigatori hanno controllato le impronte sulla scena del crimine.,Hanno scoperto l'identità dell'assassino.,Hanno trovato l'arma del delitto sulla scena del crimine.,0,3.1929819583892822,3.1748046875,1.0
C'era molto traffico sull'autostrada.,Ho preso una deviazione.,Ho chiesto un passaggio.,0,3.894139051437378,4.00961446762085,0.0
L'economia nazionale era in declino.,Molte persone si sono ammalate.,Molte persone hanno affrontato la disoccupazione.,1,4.141656875610352,3.9149742126464844,1.0
Il vigile urbano ha soffiato il fischietto ai bambini.,I bambini stavano per attraversare con il traffico in arrivo.,Il vigile li ha riconosciuti dal suo quartiere.,0,3.3669850826263428,3.761169195175171,0.0
Ho alzato gli occhi al cielo con il mio amico.,Mi ha detto la verità.,Ha fatto un commento sarcastico.,1,4.110902786254883,4.057489395141602,1.0
L'auto è rimasta senza benzina.,L'autista è rimasto bloccato sulla strada.,L'autista ha preso su un autostoppista.,0,3.5172359943389893,3.857482433319092,0.0
La donna è entrata in travaglio.,Il bambino è stato partorito.,La donna aveva la nausea mattutina.,0,4.014225482940674,4.190891265869141,0.0
Il cappello dell'uomo è volato via.,L'uomo si è tolto il cappello.,Tirava vento fuori.,1,3.4788382053375244,4.515777111053467,0.0
La ragazza ha partecipato alla festa di compleanno della sua compagna di classe.,Ha ricevuto un invito.,Ha comprato un regalo.,0,3.512798309326172,3.514463186264038,0.0
La fronte del ragazzo scottava.,Sua madre ha misurato la febbre.,Sua madre l'ha portato al parco.,0,4.6333746910095215,4.463676452636719,1.0
L'uomo si è spruzzato il profumo.,Voleva fare colpo sulla sua accompagnatrice.,Si è ingellato i capelli.,0,3.8751893043518066,4.163480281829834,0.0
L'elettricità in casa è saltata.,Ho cercato una torcia.,Ho raccolto una pala.,0,4.201155185699463,4.384785175323486,0.0
La famiglia ha traslocato in una casa più grande.,Il figlio si è diplomato al liceo.,La madre ha dato vita a due gemelli.,1,3.721094846725464,3.735975980758667,0.0
La maratoneta manteneva un ritmo lento.,Voleva risparmiare energie.,Ha scorto il traguardo.,0,3.9758214950561523,4.349579811096191,0.0
Il ragazzo ha preso a calci il distributore automatico.,Il distributore ha sputato fuori il resto.,Il pacco di patatine era rimasto incastrato dentro.,1,3.8522322177886963,3.783442258834839,1.0
Il cane del mio amico è morto.,Ho alzato gli occhi al cielo.,L'ho abbracciato.,1,3.890352725982666,3.8041810989379883,1.0
La carta di credito dell'imprenditore è stata rifiutata.,Ha scritto una cambiale.,Ha pagato in contanti.,1,3.9452548027038574,3.7080929279327393,1.0
L'uomo imprecò.,Si è tagliato le unghie.,Ha sbattuto il dito.,1,4.43483829498291,4.8606648445129395,0.0
L'uomo era fiero di suo fratello.,Suo fratello ha litigato con i loro genitori.,Suo fratello è entrato a giurisprudenza.,1,3.8305013179779053,3.922774314880371,0.0
La ragazza voleva saperne di più sul sistema solare.,È andata alla biblioteca.,Ha guardato le stelle.,0,3.8367676734924316,3.906872510910034,0.0
Il poster si è attaccato al muro.,Ho posizionato il poster sopra la porta.,Ho messo del nastro adesivo dietro il poster.,1,3.9952125549316406,3.9217889308929443,1.0
Il cliente ha approvato il progetto del palazzo creato dall'architetto.,L'architetto ha costruito il palazzo.,L'architetto ha sistemato il progetto.,0,3.3318045139312744,3.3804564476013184,0.0
L'uomo ha fatto cadere il suo cucchiaio.,La sua mano stava tremando.,Ha leccato il cucchiaio.,0,3.81882381439209,3.6951699256896973,1.0
L'amministratore delegato della società si è dimesso.,Il consiglio di amministrazione ha sciolto la società.,Il consiglio di amministrazione ha trovato il suo sostituto.,1,3.0666236877441406,3.101781129837036,0.0
Sono arrivato tardi a lezione.,Ho trovato posto in fondo all'aula.,Mi sono avvicinato al podio.,0,4.027682781219482,4.182464122772217,0.0
L'uomo è stato rilasciato dal carcere.,La sua famiglia ha pagato la cauzione.,Lui ha attaccato un altro prigioniero.,0,3.236513614654541,3.228821039199829,1.0
La famiglia ha perso tutti i suoi averi.,Hanno venduto la casa.,La loro casa è andata in fiamme.,1,4.10195779800415,3.6816563606262207,1.0
Ho calpestato la lattina.,La lattina è stata riciclata.,La lattina è stata schiacciata.,1,4.2755632400512695,4.135157108306885,1.0
La ragazza si è unita al gruppo di dibattito.,Ha imparato ad usare un computer.,Ha imparato delle abilità comunicative.,1,3.7592835426330566,3.7446510791778564,1.0
Il mio umore è migliorato.,Ho ascoltato della musica.,Ho lavato i piatti.,0,4.2165303230285645,4.353415489196777,0.0
L'ente di beneficenza si è posto l'obiettivo di raccogliere fondi.,Hanno nutrito i senzatetto.,Hanno indetto un'asta.,1,3.528688430786133,3.5629491806030273,0.0
La vettura si è tuffata lungo la discesa repentina delle montagne russe.,I passeggeri hanno riso.,I passeggeri hanno urlato.,1,3.860933780670166,3.8117825984954834,1.0
Ero furioso.,Ho controllato la cassetta della posta prima lasciare casa.,Ho sbattuto la porta uscendo di casa.,1,4.5561723709106445,4.641567230224609,0.0
L'uomo voleva vedere l'alba.,Ha viaggiato verso nord.,Si è alzato presto.,1,3.991889238357544,3.675485610961914,1.0
Ho piegato il foglio.,Ho riciclato il foglio.,Il foglio si è stropicciato.,1,4.3060173988342285,4.140705585479736,1.0
La nazione ha subito un disastro naturale.,I capi delle altre nazioni hanno creato un'alleanza.,I capi delle altre nazioni hanno mandato dei soccorsi d'emergenza.,1,3.8163154125213623,3.360611915588379,1.0
I vestiti del ragazzo si sono inzuppati.,Si è arrampicato fuori dalla piscina.,È caduto in piscina.,1,3.975580930709839,4.070420742034912,0.0
Lo studente ha finito il libro in fretta.,Era tempo di riportarlo in biblioteca.,L'ha preso in prestito da un amico.,0,4.234947204589844,3.6991937160491943,1.0
Il criminale è stato giustiziato.,È stato sbattuto in prigione.,È stato incriminato di omicidio.,1,3.9947457313537598,3.9047775268554688,1.0
La luce del sole era entrata nella stanza.,Ho aperto le tapparelle.,Ho aperto la porta con la chiave.,0,4.203968048095703,4.037986755371094,1.0
Ho strappato i capelli all'impostore.,La sua parrucca si è staccata.,È diventato pelato.,0,3.9806015491485596,4.558767318725586,0.0
L'editore ha riformulato una frase del manoscritto.,Ha trovato il manoscritto interessante.,Ha ritenuto la frase poco chiara.,1,3.7126691341400146,3.6381113529205322,1.0
La donna ha cancellato il conto della sua carta di credito.,Si è accorta di aver perso la carta.,Si è accorta che la carta era scaduta.,0,3.4246926307678223,3.4122843742370605,1.0
L'uomo e la donna si innamorarono.,Sono andati all'università.,Si sono sposati.,1,3.8850085735321045,3.9726104736328125,0.0
La musica era troppo bassa per essere sentita.,Ho alzato il volume.,Ho composto una mia canzone.,0,4.113437652587891,4.187613487243652,0.0
I capelli del ragazzo erano arruffati.,La ragazza li ha scompigliati.,La ragazza li ha tirati.,0,3.769089460372925,4.019999027252197,0.0
L'insetto è statto schiacciato.,Mi sono spruzzata lo spray repellente addosso.,Ho calpestato l'insetto.,1,4.265601634979248,3.9859981536865234,1.0
Ho aperto gli occhi.,Mi sono svegliato.,Mi sono rilassato.,0,4.57943868637085,4.7211809158325195,0.0
La musica del vicino era assordante.,Gli ho chiesto di abbassare il volume.,Gli ho chiesto di prestarmi il CD.,0,4.076340198516846,4.451306343078613,0.0
La famiglia dell'uomo viveva in povertà.,Era parsimonioso con il suo stipendio.,Guadagnava meno del salario minimo.,1,3.8177709579467773,3.7724790573120117,1.0
Lo studente si laureò all'università.,Cercò un lavoro.,Si trovò un passatempo.,0,4.237775802612305,4.352334022521973,0.0
L'artista miscelò la tempera gialla con quella blu.,La tempera spruzzò dappertutto.,La tempera diventò verde.,1,4.260483264923096,4.333375453948975,0.0
Cambiai argomento di conversazione.,Avevo finito le cose di cui parlare.,La conversazione divenne tesa.,1,4.3502984046936035,4.703365325927734,0.0
Mio fratello fu dimesso dall'ospedale.,Gli diedi il bentornato a casa.,Lo trattai con freddezza.,0,4.487553119659424,4.295853614807129,1.0
La tenda sul parco si alzò.,Iniziò la scena di apertura dello spettacolo.,Gli attori dello spettacolo uscirono di scena.,0,4.18031644821167,4.17481803894043,1.0
L'ostaggio si sottomise agi ordini del rapitore.,Il rapitore minacciò di fare del male all'ostaggio.,Il rapitore lasciò l'ostaggio da solo.,0,3.9484944343566895,4.261610984802246,0.0
Un rimbombo riverberò sul palco.,Il musicista batté il piede.,Il musicista pestò sul tamburo.,1,4.676626205444336,4.777743339538574,0.0
I genitori accorsero alla camera da letto del figlio.,Il figlio si era svegliato da un incubo urlando.,Il figlio aveva paura di guardare sotto il letto.,0,3.6657001972198486,3.81990122795105,0.0
La donna comunicò attraverso la lingua dei segni.,Era nata prematura.,Era sorda dalla nascita.,1,4.3852763175964355,4.135036468505859,1.0
Ci fu siccità nella regione.,L'acqua fu contaminata.,Il raccolto andò distrutto.,1,4.4921698570251465,4.4966301918029785,0.0
Il gatto diede la caccia all'uccello.,L'uccello volò via.,L'uccello catturò un verme.,0,3.355144500732422,3.465790033340454,0.0
La ragazza cambiò scuola.,Erano le vacanze estive.,Si era transferita in una nuova città.,1,4.190494060516357,4.3851823806762695,0.0
Il padrone della fabbrica si rifiutò di aumentare il salario dei suoi operai.,Il padrone assunse un nuovo amministratore.,Gli operai andarono in sciopero.,1,2.9118571281433105,2.976680278778076,0.0
Il capo di partito si inimicò gli estremisti all'interno del proprio paese.,Gli estremisti lo influenzarono.,Gli estremisti lo assassinarono.,1,3.740088701248169,3.567842483520508,1.0
Camminai a piedi nudi sulla spiaggia.,La sabbia si appiccicò ai miei piedi.,Le onde si infransero lungo la spiaggia.,0,3.4408013820648193,3.925950050354004,0.0
Mi svegliai nel mezzo della notte per il freddo.,Indossai i pantaloni della tuta.,Bevvi un bicchier d'acqua.,0,4.215573787689209,3.7707369327545166,1.0
La madre zittì suo figlio.,Suo figlio fece una smorfia di soddisfazione.,Suo figlio piagnucolava.,1,4.138378620147705,4.701744079589844,0.0
I miei jeans si squarciarono.,Tirai su la cerniera.,Inciampai sul marciapiede.,1,4.381139278411865,4.124927520751953,1.0
Il ragazzo indossava l'apparecchio.,Prese le carie.,Il suoi denti si raddrizzarono.,1,4.639127731323242,4.044503688812256,1.0
Ieri mi esercitai in palestra.,Oggi mi  sono svegliato con i muscoli doloranti.,Oggi mi sono svegliato con la gola infiammata.,0,3.890549421310425,3.6390886306762695,1.0
Le ragazze continuavano a parlarsi all'orecchio a tavola.,Altri studenti si sedettero alla tavola.,Gli altri studenti a tavola si sentirono esclusi.,1,3.705078125,3.6195120811462402,1.0
La bambina atterrò sul tappeto elastico.,Si librò di nuovo in aria.,Decise di provare a fare una capriola.,0,4.04002571105957,3.876505136489868,1.0
Depositai una lettera nella buca.,L'ufficio postale recapitò la lettera.,L'ufficio postale accelerò la lettera.,0,3.839413642883301,4.113554000854492,0.0
Il giocatore d'azzardo era sicuro di sé.,Scommise tutto il suo denaro.,Tornò a casa squattrinato.,0,4.060469150543213,4.077125549316406,0.0
L'incendio si diffuse per la foresta.,I venti si intensificarono.,Gli incendiari furono arrestati.,0,4.1644673347473145,4.379909515380859,0.0
Il bambino si sbucciò il ginocchio.,La madre lo mandò in camera sua.,La madre mise un cerotto sulla ferita.,1,3.978445529937744,3.8364291191101074,1.0
L'uomo soppravvisse a una malattia mortale.,Aveva firmato il suo testamento.,Aveva ricevuto un trapianto di organi.,1,3.889234781265259,3.676677703857422,1.0
Bevvi un sorso del caffè bollente.,Mi morsi la lingua.,Mi scottai la lingua.,1,4.354811668395996,4.443708896636963,0.0
L'editore licenziò la scrittrice.,La scrittrice evitava distorsioni nelle sue storie.,La scrittrice aveva mancato una scadenza importante.,1,4.127087116241455,3.820672035217285,1.0
Mi sentivo esausto.,Dormii per tutto il giorno.,Studiai per tutto il giorno.,1,5.110491752624512,5.627475738525391,0.0
La dottoressa fece una diagnosi al paziente.,Identificò i sintomi del paziente.,Prescrisse delle pillole al paziente.,0,3.687864065170288,3.5416321754455566,1.0
Mi grattai la pelle.,Era sudata.,Prudeva.,1,5.136507511138916,4.9192585945129395,1.0
L'uomo subì un intervento chirurgico d'urgenza.,Aveva perso il controllo.,Aveva avuto un infarto.,1,3.4380075931549072,3.3324475288391113,1.0
I muscoli sul braccio dell'uomo sporsero.,Aveva contratto le braccia.,Aveva massaggiato le braccia.,0,4.422713279724121,4.4527411460876465,0.0
L'uomo sollevò le sopracciglia.,Era sorpreso.,Si sentiva scoraggiato.,0,4.065845012664795,3.9127159118652344,1.0
Scusai la gaffe del mio collega.,Credevo che aveva avuto buone intenzioni.,Credevo fosse più giudizioso.,0,4.147581577301025,4.219435691833496,0.0
L'uomo smise di fumare.,Iniziò a esercitasi di più.,Iniziò a svegliarsi prima.,0,4.108338356018066,4.052572727203369,1.0
La donna diede un pugno al naso dell'assalitore.,Il corpo dell'assalitore cadde esanime.,L'assalitore iniziò a sanguinare.,1,3.655219078063965,3.5515618324279785,1.0
La freccetta mancò il centro del bersaglio.,L'uomo aveva mirato male.,L'uomo stava perdendo la partita.,0,4.342694282531738,4.039660930633545,1.0
Il proprietario richiese che un disinfestatore venisse a casa sua.,Scoprì dei topi in cantina.,Teneva un allevamento di formiche in camera sua.,0,3.9015228748321533,3.7925844192504883,1.0
Proposi al mio ospite di cenare fuori.,Ero troppo stanco per preparare alcunché.,Il mio ospite aveva prolungato troppo la sua permanenza.,0,4.233877182006836,4.129580020904541,1.0
La ragazza sorprese il fratello a sbirciare il suo diario.,Iniziò a nascondere il diario.,Comprò un diario nuovo.,0,3.63826322555542,3.7047548294067383,0.0
Alla donna mancavano i soldi per l'affitto.,Fece gli straordinari a lavoro.,Si licenziò da lavoro.,0,4.347993850708008,4.198318004608154,1.0
La mano del mabino si ritrasse rapidamente.,Aveva toccato i fornelli caldi.,Aveva accarezzato la testa del cucciolo di cane.,0,4.446862697601318,4.020604133605957,1.0
L'azienda voleva misurare la soddisfazione del cliente.,Offrirono uno sconto ai nuovi clienti.,Distribuirono un questionario fra i clienti.,1,3.405651092529297,3.380490303039551,1.0
Il pavimento in legno era graffiato.,Il ragazzo aveva gettato i cuscini giù dal divano.,Il ragazzo aveva trascinato una sedia sul pavimento.,1,3.816838264465332,3.7660930156707764,1.0
Mi schermai la faccia.,Il mio nemico mi aveva schernito.,Il mio nemico aveva stretto il pugno.,1,4.667938709259033,4.700238227844238,0.0
La famosa statua era bruciata.,Era stata colpita da un fulmine.,La gente veniva a venerarla.,0,4.223769664764404,4.270569801330566,0.0
Lasciai la frutta fuori sul tavolo.,Dalla frutta caddero i semi.,Dei moscerini giravano attorno alla frutta.,1,4.060915946960449,3.8260812759399414,1.0
La ballerina si strappò un legamento.,Si era messa in punta di piedi.,Si era storta la caviglia.,1,4.315938472747803,4.310206413269043,1.0
Il bambino aveva le scarpe slacciate.,Aveva imparato ad allacciarle.,Aveva corso in giro per il parco giochi.,1,3.8062591552734375,3.8086721897125244,0.0
Il libro mi aveva ammaliato.,Restituii il libro.,Persi la cognizione del tempo.,1,4.601485252380371,4.650583744049072,0.0
L'uomo aveva convinzioni simili a quelle dei suoi genitori.,I suoi genitori lo avevano influenzato.,I suoi genitori lo avevano ripudiato.,0,3.715672016143799,3.777381420135498,0.0
La macchina rallentò gradualmente fino a fermarsi.,Aveva finito la benzina.,L'autista si era addormentato.,0,3.528822660446167,3.54994535446167,0.0
L'uomo mangiò il gelato sotto il sole.,Il gelato perse il suo sapore.,Il gelato sgocciolò dal cono.,1,3.885152816772461,3.6790366172790527,1.0
Appesi un'opera d'arte in camera.,Il tappeto sembrava sporco.,Le pareti sembravano spoglie.,1,4.4847517013549805,4.6035332679748535,0.0
Lasciai lavoro in anticipo.,Avevo mal di testa.,Il mio capo tenne un incontro.,0,4.767331123352051,4.4617109298706055,1.0
Il cucciolo insudiciò il tappeto.,Il proprietario rimproverò il cucciolo.,Il proprietario diede una ricompensa al cucciolo.,0,3.935136079788208,3.9769818782806396,0.0
Mi scusai con il mio amico.,Il mio amico mi perdonò.,Il mio amico si infuriò.,0,4.062778949737549,4.129696369171143,0.0
L'uomo si stagliava fra la folla.,Portava uno zaino.,Indossava un giubbotto catarifrangente.,1,4.320103168487549,3.7843751907348633,1.0
Il testimone mentì sotto giuramento.,Completò la sua testimonianza.,Fu accusato di spergiuro.,1,4.257357597351074,4.348386764526367,0.0
La donna si tinse i capelli.,Voleva un nuovo look.,Voleva passare inosservata.,0,4.424419403076172,3.9990155696868896,1.0
Gli immigrati furono sorpresi a risiedere illegalmente nel paese.,Trovarono un impiego.,Furono deportati.,1,4.040974140167236,4.048160076141357,0.0
L'oratrice fece una battuta.,Il pubblico rise.,Il pubblico si alzò.,0,4.580150127410889,4.329514026641846,1.0
Fissai il sole.,Il sole mi accecò.,Il sole abbronzò la mia pelle.,0,5.035628795623779,4.468526840209961,1.0
Mi sentivo annoiato.,Sbuffai.,Sbadigliai.,1,5.310823917388916,5.3100361824035645,1.0
La bistecca era difficile da tagliare.,Il coltello era smussato.,La bistecca era cruda.,0,4.0924296379089355,4.1236491203308105,0.0
La donna dichiarò bancarotta.,Riceveva assegni di mantenimento.,Aveva contratto un debito enorme.,1,4.335422515869141,4.253900051116943,1.0
Le luci nell'appartamento del mio amico erano accese.,Mi chiesi se fosse uscito.,Decisi di passare a visitarlo.,1,3.9125518798828125,3.835387945175171,1.0
Misi il fiore sotto al naso.,I petali caddero dal fiore.,Percepii il profumo del fiore.,1,4.895838737487793,4.6934494972229,1.0
La donna si sentiva nostalgica.,Si era imbattuta in un amico di infanzia.,Aveva sgridato i suoi bambini.,0,3.7804417610168457,4.212508201599121,0.0
Lo studente procrastinava il tema.,Consegnò il tema in anticipo.,Consegnò un tema incompleto.,1,4.84238862991333,4.833373069763184,1.0
La mia macchina si è rotta.,Sono andato al centro commerciale.,Ho chiamato un meccanico.,1,3.9228968620300293,3.841737985610962,1.0
Buttai via l'appunto.,Era anonimo.,Era illeggibile.,1,5.652775764465332,5.570367813110352,1.0
L'uccello sbatté le ali.,Depose le uova.,Si innalzò in cielo.,1,4.653858661651611,4.0947346687316895,1.0
Parcheggiai sul vialetto.,Il garage era aperto.,Il garage era pieno.,1,4.649731159210205,4.467617511749268,1.0
Il criminale puntò la pistola contro la vittima.,Il criminale abbassò la pistola.,La vittima alzò le mani.,1,3.3246402740478516,3.5129904747009277,0.0
Non vedevo l'ora del fine settimana.,Avevo intenzione di partecipare al funerale di mio zio.,Avevo intenzione di partecipare al matrimonio del mio amico.,1,3.5054399967193604,3.5283968448638916,0.0
Persi cognizione del tempo.,Stavo sognando a occhi aperti.,Ero nauseato.,0,5.1218647956848145,5.658292770385742,0.0
La stampa del documento era illeggibile.,La stampante aveva quasi finito l'inchiostro.,La stampante aveva finito la carta.,0,3.6836416721343994,3.972693681716919,0.0
Lo stadio suonò l'inno nazionale.,I tifosi si rivolsero verso la bandiera.,I tifosi si precipitarono in campo.,0,3.8334836959838867,3.8103325366973877,1.0
Il condimento era insipido.,Lo servii.,Ci misi del sale.,1,5.225257396697998,4.961389541625977,1.0
Misi della carta assorbente sulla fuoriuscita.,La carta assorbì il liquido.,La fuoriuscita lasciò un residuo appiccicoso.,0,4.898186683654785,4.541555881500244,1.0
La donna fu interrotta mentre leggeva il suo libro.,Mise un segnalibro sulla pagina.,Lesse il libro da capo.,0,4.023966312408447,4.236016750335693,0.0
L'aereo incontrò qualche turbolenza.,L'uomo strinse la propria cintura di sicurezza.,L'uomo guardò fuori dal finestrino.,0,3.5284106731414795,3.679478406906128,0.0
Il ragazzo sussultò.,La ragazza lo aveva ignorato.,La ragazza lo aveva punzecchiato.,1,4.399341106414795,4.283819198608398,1.0
I dottori diedero un arto artificiale al paziente.,Le avevano amputato la gamba.,Avevano monitorato le sue funzioni vitali.,0,4.410643100738525,4.459104537963867,0.0
